,time,feature_24,feature_100,feature_126,feature_133,feature_138,feature_141,feature_179,feature_351,feature_434,feature_545,feature_566,feature_567,feature_568,feature_705,feature_714,feature_727,feature_728,feature_751,feature_752,feature_753,feature_845,feature_923,feature_933,feature_965,feature_991,feature_1038,feature_1039,feature_1082,feature_1108,feature_1118,feature_1154,feature_1297,feature_1346,feature_1458,feature_1459,feature_1554,feature_1610,feature_1611,feature_1674,feature_1817,feature_1862,feature_1914,feature_1928,feature_1968,feature_1969,feature_1977,feature_2027,feature_2028,feature_2164,feature_2192,feature_2199,feature_2235,feature_2264,feature_2274,feature_2331,feature_2336,feature_2452,feature_2469,feature_2652,feature_2662,feature_2670,feature_2674,feature_2675,feature_2723,feature_2751,feature_2787,feature_2812,feature_2844,feature_2887,feature_2959,feature_2969,feature_3059,feature_3060,feature_3064,feature_3096,feature_3154,feature_3206,feature_3207,feature_3264,feature_3458,feature_3605,feature_3628,feature_3632,feature_3703,feature_3739,feature_3814,feature_3815,feature_3851,feature_3875,feature_3934,feature_3935,feature_3974,feature_3975,feature_3976,feature_3994,feature_4002,feature_4055,feature_4056,feature_4057,feature_4083,feature_4085,feature_4184,feature_4291,feature_4389,feature_4392,feature_4398,feature_4485,feature_4579,feature_4773,feature_4850
0,0.0,22.680533552623622,12.985367210458213,24.392098293647436,1.6054588770241018,3.706497684149424,2.2189113688309487,2.511403901270997,0.6511772744313166,9.126174553458055,62.885483305317386,1.6489037501058157,8.428952364828096,5.691350932991498,110.33770301483837,16.620974471224198,4.013375095234064,1.119426539768536,0.53835967638558,1.4873263112067818,0.21060937707852123,1.9847988293768366,3.2574826764702327,19.164383064662417,1.9559988390514083,8.038837358358226,331.00351912541873,211.02789904584537,36.23511627625739,0.3427216988547726,0.5089489787280357,0.7003724710065182,65.72463145928819,8.222503053536661,92.82408000870711,9.15704248346253,15.448954541606705,1.7938953453217399,3.8728217097386657,0.012982065762900436,19.99653529404651,0.39914863769938685,10.657913194906339,6.077354246532271,0.00919084301798261,1.178719570449021,14.27343967299948,3.0566083370620745,0.05203710198207786,1.150893083890629,2.5434206866527194,1.3922917850793919,20.773022457099323,37.571815554292485,3.04337231379473,67.57032204230207,54.497557170671534,17.024119916314955,3.0801114994376655,9.632777448573606,33.146297662381635,2.2522160815566385,8.133182571259267,22.40542501602351,12.28824176754423,3.4925263934406403,2.8142845049642644,9.098765282799821,23.595469881849294,18.05202500876758,11.169825011186223,27.102127196430082,0.5146811623997775,29.02224546806787,0.5087433940815809,0.16533238200045955,2.899977022892455,2.1323481394589496,6.888101486256062,88.06366472772127,2.127982489025408,13.874387781016072,4.344971036751279,1.9168531037235008,22.73517069572263,1.0557073925820222,43.9298593559154,64.44539913654448,17.632329999637204,17.224800764291157,1.938433444994014,1.7659902528691152,43.79918008005708,85.74548016108162,84.8567135480282,6.915317265482338,6.745183877326432,140.75963526865075,140.69991897546288,86.4205294409307,9.808691393259242,3.334256448706631,2.500018139821746,3.7865849971580947,1.6908853442333507,6.691284420311763,2.398326299113567,2.2572952316455237,10.90323009759224,26.107641702240873,16.816098487138866
1,0.0,24.316407124356473,13.948262079109774,11.026156748633007,3.1369807821443416,3.155181786205353,1.6579413551626003,2.409714450164679,0.4259776804272056,9.035378761231733,70.25699485178909,1.29252710005436,10.197601765100886,6.805595881431267,103.10788219870176,16.522802417420777,4.469081955680619,1.704236881655102,1.6483931826175935,2.0195504108975793,0.7274901672369136,2.198631407284239,3.9341796437821763,22.186333258721582,2.2316950724266937,9.988111150193458,297.57927925047164,250.44133917436767,36.248917596648866,0.3655613468487193,1.194058772743261,1.5083490550954497,58.13162792184952,7.700393310523455,93.368375275797,9.47417900425287,17.215329517475137,1.8558756755028298,4.72656284974259,0.009343523166949126,20.14849230966009,0.4038563617177757,11.291158507338599,5.9850797812809775,0.17081188245451348,1.0118376874620278,16.311898442746138,3.306794998880824,0.0989799507562434,1.1929779682153934,2.9077351069612765,2.9640584529786076,21.35314168771784,38.99112972851981,3.183161193361686,69.00528251207112,58.30770952578902,16.178690883509738,3.9789402999392447,9.606408083650432,22.185764077638858,2.632916573401976,6.423125379720526,25.30662232596809,13.674735394749465,3.7237169443289737,2.9814984171649668,11.079487097496242,26.77416301602021,19.58225945703962,12.133597672113325,27.019128321555336,0.5053304767690979,31.433319476865027,0.7945384197230838,0.11272343555143415,6.604029034630512,2.738560419531225,7.81389057653567,62.73071979023439,2.1875675502829917,14.797301186326864,4.352144021999808,2.1277012119080356,23.216314392607043,1.2880887666677325,33.117730950020785,40.06977264733156,18.697816007418538,17.70632814248713,3.771182809452243,3.8793783775141497,48.40254532663959,39.731896524158216,30.98933265116874,15.06138841812426,6.575077542928405,87.85295302657244,73.6639273494708,84.56399450004797,11.506424071883094,2.4739167972372336,6.591602980206568,4.514987369296198,1.6705592683784733,6.327323889617242,6.347641735682537,1.7848367601445336,10.756358520129185,17.276922584977456,16.72002686023087
2,0.5,21.00617110624411,31.6782663496877,23.0344246644578,5.8657394407941945,2.1571416983333647,3.4201843220206785,2.640802930183511,0.6964676812489471,8.517468161709191,59.90410762309454,2.4854333189819235,6.171280956927051,5.7795311456792895,206.09682833841873,27.783892726331093,3.1296868272776623,1.0712828288500778,1.6645389141598497,1.991170763058223,0.22528593624230173,1.9683208226477726,3.515421525866856,7.85763401408934,2.929197631393397,12.235169689822355,137.16414893019598,242.881862937796,30.354791810960734,2.7176890486263203,0.9003887360151751,1.1014769472679284,59.75597611426218,0.9191578842278005,84.28765217174269,8.653257458053325,23.570181514136138,1.6288850202479674,1.9178412983658113,0.00990871255373979,15.452425076280864,0.34508900993991126,10.008897874119416,6.718206947330326,0.02469066471986672,1.5743434229984463,7.525829417894336,2.0132719342580634,0.08268907982503759,0.9734436519970299,2.5028921210759814,2.4744451308162208,15.172241877414,20.25086888427148,2.1219245864610046,51.40208282635418,49.63552410724871,9.742030287714568,2.5872721713683133,9.863461934445256,39.93042686084748,1.8589194012342212,5.998795729519602,24.319649576009436,6.440382371476885,3.66507553209412,5.952721464093396,8.155319693254214,67.38815571903683,20.901555568035043,4.8592625871224175,16.721726162620193,0.19753155750235551,27.77105133436913,0.7254575291863998,0.09695937303058098,4.212712853247474,2.3734673630220327,5.3929104035242075,128.6004005915277,2.02901480691114,13.841834983745468,4.236592351322513,2.96068337669955,10.289754965275828,0.6789152830035629,46.807684867998226,65.92229647516893,18.726830272739186,18.106138035603976,2.4440201418917655,3.9433680887041924,65.33051920905012,95.00411199091494,57.46873576558532,3.242364113987633,6.034118917030132,72.45616892233392,49.66103217835683,59.17802611956596,9.376942900107947,2.9026724821075356,4.110025395755726,3.5274392716971477,1.6358111354461105,5.6509612324741205,3.181695088697953,1.2715910721751122,9.237378558993655,21.905954587147377,21.731460162358125
3,0.5,23.040061931488292,33.07892394039094,26.839139410360623,1.5361718598800078,1.47304044900329,4.821159925166119,2.8864847429198117,1.1488162054061029,9.747874330688342,60.03964260370299,2.303535255789949,7.024985484807432,7.766053802980453,224.24031997935617,30.56563447519515,4.106793110121927,1.312702406296368,1.5784530030320625,1.675698342042449,0.4055544803561061,2.159789690987678,3.290897361460551,20.083349461325074,3.2616927940132894,15.571124443584285,229.59287787884654,337.2570543835882,35.247119540674795,2.833572027611122,1.0825172569511645,0.8462937874975808,122.80514805496419,1.803038513644281,145.3653570737372,9.608367202115993,23.160892845622865,1.5780014192632734,1.9163344300367717,0.011766982775304819,16.0169150377395,0.36687955615766726,11.765705438358816,7.036778272369524,0.10886394426166054,1.5742984323592026,8.103786852461132,2.297380814141023,0.07254370685762208,1.0318237533062382,2.974143603638475,2.7241274756467324,16.165260305786724,20.886175085478357,2.4372492097284044,52.806967292432745,55.53096574414554,12.379633572027611,2.7712534675182248,10.285497709825172,28.89254886781498,1.9075479001354751,14.73689439391007,24.37175666086059,6.493806851170892,4.598309786465389,5.7632991419908395,9.36117669827753,70.43145603509451,41.814592606928585,5.818824591961809,19.14188762015354,0.12946906651183795,29.631933423650086,0.7791497322753371,0.11430230307722082,2.6754919037481453,2.3443906844719695,7.435984775175795,142.2421779240049,1.9978194955164184,13.984446164763563,4.570608347848526,3.116940842526289,9.990123217856912,0.8751693439132959,49.44451325720921,23.385091284433262,19.426836978259466,18.981143152054706,2.2489258757499515,11.236700858009161,69.2421908263983,88.7908005935101,63.41383136571834,1.7241855364170053,5.920024514547449,101.71337333075286,74.8338429778724,43.07843364944197,9.07398232372105,2.8727049867750467,3.2839623250112897,3.489355525449971,1.561873427520805,6.1224566157022124,3.0077091800529,3.8595638991032835,10.670208373653313,24.837855622217923,25.086813753951358
4,1.0,21.337416554408023,53.98992366412214,12.97599760514893,1.83458763658135,5.268145487202514,7.28469390809759,1.8578835503667115,1.0614159556952552,8.637132165843436,44.63591677892531,2.61323155216285,9.741709324951355,9.183008531656938,96.54850471486304,11.501697350696004,2.2222601406975,1.2304864541236342,1.3133243526418201,1.5234186499027091,0.42612183804819637,1.9749438706780422,3.0379464152073044,23.529675198323606,5.393150725939231,4.379368358030235,295.3398353539889,183.06182906750487,28.460733423140248,27.907474928902857,0.8792156862745099,0.4293728483759916,52.92910642119443,1.0250681035773088,120.26963628199371,9.173225565035175,30.064193982936686,1.4231761712318516,1.2207573716509506,0.011950306840293369,14.21245921269271,0.2345936237090256,8.716030534351145,3.2838078132016166,0.0833767400089807,2.594922915731178,123.23586289477623,2.4204220925011226,0.07456967519832361,0.8411974255350996,2.5538691812602905,2.023930549318964,19.851207903008532,15.553120790300854,1.988438856458614,37.58867235443796,51.15738961233348,10.731189941625505,3.102583445591977,7.849064511300703,46.226349348899866,1.4545786558898368,3.49966771441401,21.122041610537345,99.29137554258345,3.4471785660829215,6.709001646460111,6.9046549917677,25.88777727885047,18.715868881903905,5.718688819039066,19.792785511151024,0.1615865888340069,24.92841790151175,0.5888220326298458,1.4640562790001497,2.9139170782816946,2.4174524771740757,3.794204460410118,65.43343212093998,2.206711570124233,14.206549917676995,4.174530758868433,4.012453225565035,26.48360425086065,0.7467444993264482,23.43191737763808,59.35411465349499,18.971387516838796,17.777973357281844,1.9086663673102828,8.343732974105674,30.275102529561444,59.22069750037419,38.395174375093546,2.477916479568927,5.765496183206107,76.83054632540039,35.73027391109115,95.73301601556653,9.098362520580752,3.8190749887741355,2.4766831312677744,3.6738811555156414,1.3256578356533453,4.392522077533304,2.321987726388265,1.571441400987876,9.843616225116001,13.128807064810657,18.577308786109864
5,1.0,22.463764708793725,53.41339907694973,23.287061210853885,2.675905418280355,2.6249273066976824,5.484638513220901,1.6014117967309667,1.139923780299187,8.982368007522984,45.33140721859959,1.8460819856716861,7.447351489130031,10.51851668543288,96.69408802385577,13.342895853697769,2.5544612034298866,1.1617812643066605,1.0430529949640555,1.5560944827330208,0.5215667107982034,2.037163290810329,4.221222732278301,18.527802868137442,5.751939519172472,4.8072977888862765,286.95692844504384,169.38031898439723,28.771551244138134,25.647725163637265,0.9171358220220492,0.8980870834828444,53.3389425753845,1.6895717591160495,73.8899268736312,9.118746829334686,30.891232259740903,1.5712518095992278,1.3890421806753361,0.06044989420804514,15.396596097452331,0.5100966356921021,10.209301030698226,3.3581459805243816,0.0873866293817048,2.4370383201969834,112.6486469765773,2.518473378784692,0.032578972766304955,0.8145485591259481,2.790507182716935,2.090591321347703,21.01427882057437,17.204828072606688,2.2155990546777367,39.0600044543981,53.34492507949863,9.976837129882824,3.4707370791521797,8.664175503285119,46.51798463232656,1.5982627847412119,10.672533686385627,21.693679704029993,91.77186676400352,3.806765735779953,6.716366201017087,8.479596382038878,27.71924918645368,17.29816008611836,6.171420086860763,19.6777923508086,0.16188643759511995,24.697651542335343,0.6722800331605192,1.9439488239151685,3.133297863126245,2.5669891980846087,4.233701233620807,56.25556490429231,2.2456909885051783,13.866176270431458,4.383659782971826,3.837024709536124,28.249285440304877,0.20607777874014774,28.642967619000483,41.42451032554226,19.220950519061113,17.995879681758,2.1239436271173857,3.6302169044407875,35.87141637486235,65.58290129796211,77.34868038456304,2.390131033544092,5.098992811096401,73.96704364072805,48.190023385590024,64.63269775671563,8.762215568121357,2.8851878889865006,2.6291404249000854,3.395668097848278,1.4975005877330825,4.25017631992477,2.315062052240191,2.0494066989198085,11.695628503198506,14.975346143852311,13.79556787389104
6,1.5,22.68789016837864,40.901198796229515,11.49576566269555,3.6480152709727163,2.189948267714577,4.434296266819211,2.622348098589798,1.9952495834058745,8.513318576367299,53.85715173974681,3.1612405799985077,8.000292237670058,14.990897107468848,96.82688337851617,13.11951898923073,3.4605603501877784,1.4983522769666973,2.5638694754644713,1.8028888004576318,0.28958887755863405,2.21708284627055,2.4067450941378365,21.41377123386475,8.73756435446564,11.144527072400328,273.1369910712065,224.34916805531375,32.554269157111946,43.54999129504812,1.1397890914517372,0.8859340413360858,51.64282338896212,1.6964956350884175,83.75504265426419,9.435446564031139,33.01846693361853,1.5104956848309996,1.3907466361578829,0.06254507921506205,12.22936304623573,0.4691098564926505,9.913155669410799,6.248781306737633,0.01759022060835178,1.974730768274181,18.457706369537643,2.1762317506901785,0.0271781033153431,1.11623597880966,2.7958564429079513,1.4629169050165394,18.79861715621658,18.161445768149825,2.1237160195985774,50.13788643768498,54.24975128708931,9.201302012087448,3.6562787574302984,8.076491655681846,58.365141642002634,1.6407404183351157,7.1234859601561915,22.735699007635485,16.144265923844106,3.9247146019349866,8.727336036013629,6.357829482428433,22.80275822617952,11.251305742781108,4.377222871639267,15.25326435695277,0.2620128335861915,19.23337975974333,0.7110329047180839,0.32268634814833236,5.052204839953242,2.8769741587285798,5.667955828587062,62.72823762031487,1.9459484666849056,14.032780361628571,4.734511403486955,1.6816599099659264,4.972256074812844,0.5586278508717387,29.734275126221803,22.788730818016763,19.82412888303032,18.935458999676673,2.846320292486383,9.828655458004825,35.488372671425374,106.10458377894396,39.03018131171189,2.0564018703210882,5.207041062501554,40.52156340935658,32.0286268560201,85.54271644241052,5.731035640560101,2.821044842937797,5.022116795582859,2.238391324893675,1.336987340512846,5.642475190887159,4.315343099460293,1.9749794811848682,7.946738130176337,19.581969557539733,10.98074962071281
7,1.5,22.897971651209794,41.834859523360784,25.59419376222631,3.083662076181687,3.9979073107643517,4.914271230722238,2.887027276449447,2.248510096250707,9.44272075596774,57.84770811534487,4.636697450428612,12.067518473506684,8.782503298260208,115.3540479238833,12.253410368560269,3.8713191091122967,1.0261391183409263,2.706464590008384,1.8785135407392002,0.26076077702461187,2.101690398975752,4.199721841306566,19.25485965334148,8.930752783211693,11.574150738615316,327.99789431269454,212.51352774113045,35.66566364894813,44.75225029083181,0.3697365941157738,1.342180686168104,67.1831428032937,1.302900519272888,70.4319713522542,10.159869759340738,35.98211465597359,1.6686792011386309,1.4014388863253806,0.08034756838609466,13.707913874789593,0.14221838057048528,11.160376684062417,6.908688559748877,0.02642507587623238,2.074290467865522,17.406404148983874,2.179347366916013,0.05613866340848384,0.8162397883914239,2.7452053370074543,1.675256224450669,23.153188751470406,18.788586394920355,2.3886617837251167,54.78196387836406,53.634234316204044,10.65774782444807,3.8413455601843127,8.399385191299093,65.14793103224171,1.7532446431704891,8.869135433388141,23.036830030740436,14.558182609882433,4.122415821250544,7.257166810728607,7.339087145558884,23.70355952141107,30.243375858684985,4.982283630880814,17.68025398228363,0.24533856722276742,19.84900142328864,0.6092195308996614,0.3767360546958777,3.6974699257160313,3.097128076480643,6.428331892713932,74.73055651235792,2.1798867868121583,13.96807674060402,4.320772865229514,1.6163034789333783,4.532322950041919,0.02465733838524979,38.81241835587415,70.27557857658138,19.03306059050231,17.825292943997816,2.6618097212563936,5.126100774035056,48.14699517121707,96.12630874315164,19.317081413410108,12.184020173004308,5.370730946454452,131.51478205486487,131.41944121297988,141.44476145292424,6.37417543494791,2.8394673391001435,3.619650481903437,2.3696001143830143,1.4634916714867843,6.712716661575756,3.070111588429118,1.5999779032813628,10.049425160363686,13.03605664558813,24.813224236200924
8,2.0,25.618994181213633,44.19418121363258,26.688972014408424,2.6818994181213633,2.674050983651981,7.23311859240787,1.7120185646993626,2.3495151011360487,9.477646162371848,53.377382931559985,4.883367968966473,15.17324050983652,8.24781795511222,138.25387919091162,11.023981712385702,3.355306178996952,1.568363812690496,2.088196176226101,1.5084510944860072,0.5173385979495705,2.4250415627597675,3.8747367691881407,20.54510944860072,7.304842061512884,11.868848711554447,188.22071210861733,182.75586034912718,37.045975339429205,57.0763923524522,1.0950332502078137,1.277985591576614,77.2464463840399,1.5246744250484898,81.28881269049599,10.274736769188141,44.28435162094763,1.8320448877805486,1.4306456082017178,0.07506927126627874,11.37858132446661,0.40148933222499306,11.280763369354391,3.826288445552785,0.02599057910778609,2.3049321141590466,17.336561374341922,1.8741202549182598,0.041535051260737046,0.7636880022166805,1.1265239678581325,1.3413688002216682,21.061457467442505,16.94321834303131,2.3958922139096703,54.72170961485176,61.58092962039346,13.99650872817955,3.828387364921031,7.164041285674702,77.35412856747021,1.6283042394014962,14.36922970351898,23.692941257966197,14.309621778886118,4.169243557772236,10.938113050706567,5.906082017179274,17.36444305901912,36.46483097811028,5.431677750069271,22.935342200055416,0.18794679966749792,20.641479634247712,0.7283596564145193,2.9122055971183154,3.089706289830978,2.9072734829592686,5.901371571072319,84.51868938764201,1.8568509282349681,14.311311997783319,4.4086727625380995,1.7059573288999723,5.022596287060128,0.5444582986977002,45.978692158492656,36.680659462454976,19.729190911609866,19.89107093377667,2.162330285397617,6.8590883901357715,47.60911609864228,61.868079800498755,51.705417013022995,8.266154059296204,4.463237738985868,43.993917982820726,49.34030202272098,104.7984344693821,7.157197284566362,3.2271889720144085,3.9848711554447216,2.9320518149071764,1.491985314491549,6.524258797450817,2.5657938487115546,2.437932945414242,9.021737323358272,14.284005264616237,11.24217927403713
9,2.0,20.992430936154175,34.911902275662214,10.087696100541883,3.3314075987222185,2.1949234752198117,5.664329010213602,1.4901725746556849,1.6861773447106145,8.495727340694376,48.26091953312778,4.473545349505385,6.806201071408711,8.340465760026692,83.16259584906359,15.63149472019179,3.2859808579920045,1.6541710175911222,2.075746247906922,1.6018795993648165,0.3481954733908788,1.897493249630815,2.6640324264873985,8.167952892618155,6.395018629165302,11.568662222029992,125.3103192600236,125.3103192600236,31.577967536439637,51.67562390711986,0.23176164554537423,0.9588490079892241,61.57490283793553,1.6624259313037943,128.48565585165872,9.215134420395074,37.55501319179699,1.5134111453692776,1.3632718128062382,0.013018789814820537,10.966146203419363,0.3651625340607873,10.747693752587384,3.4360522234511226,0.021421995390594587,1.878351241635412,16.92579845900039,1.8348522951255228,0.049053712548581034,0.8123675413826981,2.6531144380665213,1.2154927923975705,20.159833913113324,16.034613792379034,2.2535296552832067,50.81556817409465,51.63432462324599,12.424924154890851,2.968197574192273,5.992010775875386,72.52596034428427,1.6298449732147822,11.900137787856131,19.756220534715744,13.98575162348696,3.5316510445308107,10.025654492316628,5.559542272449225,14.809809506744191,33.47002959658435,5.001458203320502,19.287680035590046,0.13896183338173415,17.695760706363576,0.6202986845275977,3.4754978590362264,2.9207009262062615,2.4531552183288743,5.6535840289663435,74.63407747014081,2.0128457826412016,11.406245558967642,3.595836705943414,1.3180736886983064,4.538725802166297,0.06043511304165148,43.898308854877875,94.86265701945713,15.901070790828149,16.647837719271145,2.029102278133747,3.969661956340404,31.066070203839523,52.205625204673666,44.39666837614231,5.344716793435613,3.6675111064426638,66.52327873309318,22.88666176479675,85.67774324499669,6.34244916369568,2.80718968382939,2.6028373176473494,2.5405176621787784,1.310968036924674,5.714686455391954,2.2525039698967517,1.9029615120826975,7.355869577306402,19.378311079255823,10.15578678101617
